rank,role,category,score,tier,demand_trend
987,No-code Developer / Maker,Specialized & Emerging,35,at_risk,stable
991,Sigma / ThoughtSpot Developer,Data & AI,34,at_risk,stable
991,Alpine.js Engineer,Engineering,34,at_risk,stable
991,KaiOS Engineer,Engineering,34,at_risk,declining
991,PowerBuilder Maintainer,Engineering,34,at_risk,declining
991,Visual Basic / VB.NET Maintainer,Engineering,34,at_risk,declining
996,Data Analyst,Data & AI,33,at_risk,declining
997,Pardot Developer,Specialized & Emerging,32,at_risk,declining
998,QA Manual Lead,Quality & Testing,31,at_risk,declining
999,MicroStrategy Developer,Data & AI,30,at_risk,declining
999,Game QA Tester,Engineering,30,at_risk,declining
999,Desktop Support,Platform & Infrastructure,30,at_risk,declining
1002,Domo Developer,Data & AI,29,at_risk,declining
1002,Mode Analytics Developer,Data & AI,29,at_risk,stable
1002,ColdFusion Maintainer,Engineering,29,at_risk,declining
1002,jQuery Maintainer,Engineering,29,at_risk,declining
1006,Prompt Engineer,Data & AI,27,at_risk,declining
1007,Help Desk Tier 1,Platform & Infrastructure,25,at_risk,declining
1008,QA Manual,Quality & Testing,20,at_risk,declining
